SAMPLE ID,,IGSN,SOURCE,DOI,TITLE,JOURNAL,MIN AGE,AGE,MAX AGE,MATERIAL,TYPE,COMPOSITION,ROCK NAME,LATITUDE,LONGITUDE,LOCPREC,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FeOT,MGO,CAO,NA2O,K2O,K_wt_percent,P2O5,MNO,LOI,H2O_PLUS,H2O_MINUS,H2O,Total,Mg_number,CR2O3,CR,LA,NIO,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,LI,BE,B,C,CO2,F,CL,SC,TI,V,CO,NI,ZN,CU,ZR,GA,BA,W,AU,HG,TA,SB,SE,SN,S,U,RE,I,P,Y,MO,PD,TE,PT,HF,IR,PB,IN,AG,TH,TL,AS,RB,CS,SR,BI,NB,OS,CD,N,RU,BR,GE
2,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,51.22,1.32,19.13,3.71,,5.68,9.02,5.82,8.48,2.59,0.54,0.45,0.39,0.14,,,,,98.26,53.50,0.03,130.00,,0.004557582,,,,,,,,,,,,,,,,,,,,,,,195.00,88.00,58.00,93.00,25.00,,,390.00,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,621.00,,,,,,,,
44,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,55.27,1.23,22.67,3.45,,7.32,10.42,3.75,1.24,1.13,2.28,1.89,0.08,0.22,,,,,98.21,39.08,0.03,130.00,,0.008093637,,,,,,,,,,,,,,,,,,,,,,,140.00,34.00,103.00,170.00,12.00,,,540.00,,,,,,,,,,,,,,,,,,,,,,,,,,59.00,,136.00,,,,,,,,
103,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,62.40,0.20,16.05,3.64,,5.27,8.55,3.18,3.53,2.58,1.66,1.38,0.03,0.04,,,,,98.19,39.88,0.03,124.00,,0.002907423,,,,,,,,,,,,,,,,,,,,,,,159.00,23.00,37.00,98.00,24.00,,,485.00,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,,128.00,,,,,,,,
69,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,70.44,0.29,14.60,0.96,,2.24,3.10,1.16,1.52,2.33,4.69,3.89,0.13,0.05,,,,,98.18,39.99,0.01,60.00,,0.013908483,,,,,,,,,,,,,,,,,,,,,,,52.00,8.00,177.00,42.00,19.00,,,565.00,,,,,,,,,,,,,,,,,,,,,,,,,,80.00,,130.00,,,,,,,,
D243085,,,GEOROC,10.1016/0009-2541(94)90170-8,"COMPOSITION AND SM-ND ISOTOPIC DATA OF THE LOWER CRUST BENEATH SAN LUIS POTOSI, CENTRAL MEXICO: EVIDENCE FROM A GRANULITE-FACIES XENOLITH SUITE",CHEM. GEOL.,,,,Xenolith,,,Granulite,22.00,-100.00,0.01,58.37,1.06,17.50,,7.46,,6.712508,4.09,6.71,2.87,0.75,0.62,0.33,0.11,,,,,98.17,52.07,0.03,134.00,11.56,0.004086108,28.41,,31.32,8.45,1.64,,1.05,5.75,,,,2.63,0.42,,,,,,,,21.00,,135.00,22.00,52.00,,,152.00,,638.00,,,,0.31,,,,,,,,,33.00,,,,,3.96,,,,,0.28,,,7.00,,247.00,,8.00,,,,,,
DMP-284,,,GEOROC,10.1016/0009-2541(94)90170-8,"COMPOSITION AND SM-ND ISOTOPIC DATA OF THE LOWER CRUST BENEATH SAN LUIS POTOSI, CENTRAL MEXICO: EVIDENCE FROM A GRANULITE-FACIES XENOLITH SUITE",CHEM. GEOL.,,,,Xenolith,,,Granulite,22.90,-100.20,0.01,50.68,1.00,18.29,2.88,,4.39,6.98,6.94,10.67,2.76,0.60,0.50,0.17,0.15,,,,,98.07,63.93,0.14,648.00,7.06,0.022080699,18.60,,11.21,3.09,1.42,,0.64,3.80,,,,2.18,0.35,,,,,,,,35.00,,240.00,33.00,281.00,,,69.00,,160.00,,,,0.34,,,,,,,,,21.00,,,,,1.83,,,,,0.39,,,9.00,,285.00,,6.00,,,,,,
D250509,,,GEOROC,10.1016/0009-2541(94)90170-8,"COMPOSITION AND SM-ND ISOTOPIC DATA OF THE LOWER CRUST BENEATH SAN LUIS POTOSI, CENTRAL MEXICO: EVIDENCE FROM A GRANULITE-FACIES XENOLITH SUITE",CHEM. GEOL.,,,,Xenolith,,,Granulite,22.00,-100.00,0.01,55.85,1.31,16.85,,10.04,,9.033992,4.96,5.93,3.24,0.75,0.62,0.19,0.13,,,,,98.05,49.47,0.03,144.00,17.23,0.002828844,37.38,,19.52,4.90,1.36,,1.00,6.04,,,,3.87,0.64,,,,,,,,28.00,,169.00,29.00,36.00,,,213.00,,387.00,,,,0.49,,,,,,,,,37.00,,,,,,,,,,0.29,,,7.00,,380.00,,12.00,,,,,,
H4-8-1,,,GEOROC,10.1016/0009-2541(90)90281-B,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN EUROPE: EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,44.98,4.10,0.01,50.15,0.21,22.15,1.33,,2.21,3.41,6.56,13.10,2.34,0.05,0.04,0.01,0.07,,,,,98.04,77.44,0.09,400.00,1.19,0.006836373,2.50,,1.54,0.46,0.43,,0.10,,,,,0.41,0.06,,,,,,,,19.00,,127.00,67.00,87.00,31.00,10.00,7.00,,51.00,,,,,,,,,,,,,5.00,,,,,0.20,,,,,0.14,,,10.00,,208.00,,1.20,,,,,,
LG4052,,,GEOROC,10.1016/0009-2541(90)90281-B,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN EUROPE: EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,44.98,4.10,0.01,62.20,0.79,18.00,6.30,,,5.67,2.80,4.47,3.06,0.89,0.74,0.17,0.09,,,,,97.97,46.83,0.01,59.00,25.00,0.001414422,47.30,,20.76,4.31,1.61,,0.91,,,,,2.66,0.44,,,,,,,,16.00,,121.00,233.00,18.00,80.00,11.00,136.00,,445.00,,,,,,,,,,,,,28.00,,,,,3.40,,,,,0.20,,,7.70,,290.00,,6.80,,,,,,
D243081,,,GEOROC,10.1016/0009-2541(94)90170-8,"COMPOSITION AND SM-ND ISOTOPIC DATA OF THE LOWER CRUST BENEATH SAN LUIS POTOSI, CENTRAL MEXICO: EVIDENCE FROM A GRANULITE-FACIES XENOLITH SUITE",CHEM. GEOL.,,,,Xenolith,,,Granulite,22.00,-100.00,0.01,67.67,1.10,13.83,,7.72,,6.946456,2.73,2.94,1.91,0.76,0.63,0.09,0.08,,,,,97.97,41.20,0.02,100.00,19.99,0.00550053,36.78,,16.01,3.46,1.43,,0.76,4.24,,,,2.54,0.43,,,,,,,,16.00,,159.00,33.00,70.00,,,254.00,,457.00,,,,0.86,,,,,0.30,,,,26.00,,,,,7.33,,,,,0.22,,,3.00,,406.00,,18.00,,,,,,
14,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,50.50,1.39,19.50,5.10,,4.19,8.78,6.64,7.89,2.54,0.58,0.48,0.04,0.13,,,,,97.95,57.42,0.06,285.00,,0.006207741,,,,,,,,,,,,,,,,,,,,,,,223.00,40.00,79.00,96.00,47.00,,,430.00,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,190.00,,,,,,,,
395GK,,,GEOROC,10.1016/0009-2541(90)90281-B,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN EUROPE: EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,44.98,4.10,0.01,67.91,1.05,14.75,4.35,,,3.91,1.60,1.55,2.24,4.87,4.04,0.15,0.06,,,,,97.94,42.16,0.01,54.00,78.60,0.001021527,157.90,,68.31,10.10,1.90,,0.96,,,,,1.79,0.31,,,,,,,,7.00,,74.00,114.00,13.00,75.00,9.00,438.00,,894.00,,,,,,,,,,,,,22.00,,,,,12.00,,,,,21.50,,,91.80,,250.90,,9.40,,,,,,
36,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,67.91,0.70,14.70,1.17,,3.17,4.22,1.82,2.00,2.08,4.45,3.69,0.09,0.06,,,,,97.94,43.45,0.01,48.00,,0.001414422,,,,,,,,,,,,,,,,,,,,,,,86.00,75.00,18.00,48.00,17.00,,,1145.00,,,,,,,,,,,,,,,,,,,,,,,,,,105.00,,278.00,,,,,,,,
PETDB-2021-DMP03,,,PETDB,10.1016/j.chemgeo.2009.03.011,AGE AND COMPOSITION OF GRANULITE AND PYROXENITE XENOLITHS IN HANNUOBA BASALTS REFLECT PALEOGENE UNDERPLATING BENEATH THE NORTH CHINA CRATON,CHEM. GEOL.,,,,Xenolith,,,Granulite,41.00,115.00,1,48.96,0.31,4.2,,,17.06,17.06,20.4,6.25,0.27,0.23,0.1909345,0.13,0.26,0.92,,,,97.94,68.07,0.18,830,4.31,0.008329374,13.13,2.19,9.61,2.25,0.56,2.28,0.33,1.75,0.37,0.94,0.13,0.83,0.15,4.77,,,,,,,40.6,,227,,106,188,5.5,,10.5,7.47,,,,0.79,,,,,0.02,,,,7.7,,6.78,,2.95,1.48,0.23,,,,0.05,,,3.27,,32,,0.71,0.12,,,,,
H4-9-2,,,GEOROC,10.1016/0009-2541(90)90281-B,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN EUROPE: EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,44.98,4.10,0.01,66.26,0.79,16.60,0.05,,4.12,4.16,1.51,4.45,2.97,1.14,0.95,0.26,0.05,,,,,97.93,39.26,0.01,67.00,35.30,0.001414422,72.60,,33.90,7.28,2.02,,1.08,,,,,3.03,0.47,,,,,,,,13.00,,78.00,14.00,18.00,50.00,12.00,,,910.00,,,,,,,,,,,,,,,,,,8.70,,,,,0.76,,,31.00,,298.00,,,,,,,,
84,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,69.37,0.52,15.30,2.24,,0.46,2.48,0.40,2.32,3.11,4.37,3.63,0.15,0.02,,,,,97.89,22.36,0.01,35.00,,0.000942948,,,,,,,,,,,,,,,,,,,,,,,67.00,10.00,12.00,48.00,18.00,,,2060.00,,,,,,,,,,,,,,,,,,,,,,,,,,108.00,,328.00,,,,,,,,
H8-3,,,GEOROC,10.1016/0009-2541(90)90281-B,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN EUROPE: EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,44.98,4.10,0.01,69.37,0.52,15.30,2.24,,0.45,2.47,0.40,2.32,3.11,4.37,3.63,0.15,0.02,,,,,97.88,22.44,0.01,35.00,18.20,0.000942948,34.60,,12.04,2.39,2.32,,0.41,,,,,1.97,0.33,,,,,,,,8.00,,67.00,10.00,12.00,48.00,18.00,125.00,,2060.00,,,,,,,,,,,,,20.00,,,,,3.80,,,,,0.43,,,118.40,,334.30,,6.00,,,,,,
LG4050,,,GEOROC,10.1016/0009-2541(90)90281-B,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN EUROPE: EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,44.98,4.10,0.01,63.91,1.05,16.03,7.37,,,6.63,3.42,3.25,2.24,1.22,1.01,0.11,0.10,,,,,97.85,47.90,0.03,132.00,47.30,0.002435949,94.10,,35.38,6.65,1.95,,1.39,,,,,4.41,0.68,,,,,,,,19.00,,144.00,142.00,31.00,66.00,21.00,248.00,,983.00,,,,,,,,,,,,,40.00,,,,,7.50,,,,,1.30,,,24.40,,292.00,,17.50,,,,,,
11,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,48.72,0.72,16.49,7.16,,3.50,9.94,10.55,9.82,1.17,0.23,0.19,0.11,0.17,,,,,97.81,65.42,0.03,127.00,,0.003536055,,,,,,,,,,,,,,,,,,,,,,,253.00,20.00,45.00,50.00,19.00,,,260.00,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,462.00,,,,,,,,
60,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,70.48,0.64,13.96,3.76,,0.52,3.90,0.85,1.88,2.34,3.68,3.05,0.13,0.06,,,,,97.79,27.97,0.01,27.00,,0.000864369,,,,,,,,,,,,,,,,,,,,,,,62.00,10.00,11.00,38.00,8.00,,,600.00,,,,,,,,,,,,,,,,,,,,,,,,,,103.00,,128.00,,,,,,,,
Inh317,1,metased,Hacker et al. (2015),,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,51.25,0.39,7.56,6.07,,6.90,12.36,22.80,2.70,0.29,0.26,0.22,0.12,0.18,,,,,97.79,76.68,0.22,1050.00,10.50,0.053119404,29.00,,20.90,3.94,0.73,,0.41,,,,,0.77,0.13,,,,,,,,,,220.00,73.00,676.00,218.00,34.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,63.80,1.00,16.10,3.82,,3.05,6.49,3.29,1.58,3.02,2.42,2.01,0.09,0.07,,,,,97.77,47.48,0.02,114.00,,0.001100106,,,,,,,,,,,,,,,,,,,,,,,157.00,17.00,14.00,97.00,25.00,,,750.00,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,,210.00,,,,,,,,
8,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,46.50,0.33,15.29,3.91,,3.25,6.77,12.56,14.90,1.23,0.08,0.07,0.03,0.10,,,,,97.76,76.79,0.18,830.00,,0.01728738,,,,,,,,,,,,,,,,,,,,,,,224.00,92.00,220.00,27.00,31.00,12.00,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,1.00,,,,,,
PETDB-2021-DMP01,,,PETDB,10.1016/j.chemgeo.2009.03.011,AGE AND COMPOSITION OF GRANULITE AND PYROXENITE XENOLITHS IN HANNUOBA BASALTS REFLECT PALEOGENE UNDERPLATING BENEATH THE NORTH CHINA CRATON,CHEM. GEOL.,,,,Xenolith,,,Granulite,41.00,115.00,1,49.54,0.5,8.55,,,11.98,11.98,17.65,8.23,0.57,0.54,0.448281,0.06,0.16,1.6,,,,97.72,72.43,0.15,708,4.33,0.011315376,11.26,1.74,7.88,2.32,0.69,2.21,0.35,1.74,0.4,0.98,0.15,0.88,0.16,5.35,,,,,,,34.5,,185,,144,103,11,,10.9,116.03,,,,1.16,,,,,0.07,,,,8.86,,2.12,,2.02,2.05,0.29,,,,0.27,,,16.34,,282,,2.56,0.15,,,,,
85,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,63.72,0.62,17.65,2.68,,2.58,4.99,2.28,4.06,2.95,1.37,1.14,0.35,0.07,,,,,97.71,44.88,0.01,42.00,,0.000471474,,,,,,,,,,,,,,,,,,,,,,,80.00,9.00,6.00,74.00,15.00,,,460.00,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,,217.00,,,,,,,,
87,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,59.83,1.31,17.30,4.22,,3.82,7.62,3.53,2.53,2.33,3.08,2.56,0.09,0.12,,,,,97.65,45.24,0.03,117.00,,0.002514528,,,,,,,,,,,,,,,,,,,,,,,134.00,16.00,32.00,106.00,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.00,,,,,,,,,,
JG-71,,,,,The evolution of the Arabian lower crust and lithospheric mantle - Geochemical constraints from southern Syrian mafic and ultramafic xenoliths,CHEM. GEOL.,,,,Xenolith,,,Granulite,25.00,39.00,,45.72,1.65,15.70,9.85,,,8.86,8.90,13.44,2.95,0.28,0.23,0.15,0.13,0.55,,,,97.63,64.16,0.03,145.00,12.10,0.004628303,25.00,3.10,13.50,3.21,1.40,3.46,0.51,3.00,0.58,1.50,0.21,1.25,0.18,4.37,,,,,,,43.90,,,35.70,58.90,55.80,13.70,53.60,,160.00,,,,0.54,,,,,0.06,,,,13.70,,,,,1.58,,0.44,,,0.28,,,1.75,0.04,768.00,,8.90,,,,,,
D243084,,,GEOROC,10.1016/0009-2541(94)90170-8,"COMPOSITION AND SM-ND ISOTOPIC DATA OF THE LOWER CRUST BENEATH SAN LUIS POTOSI, CENTRAL MEXICO: EVIDENCE FROM A GRANULITE-FACIES XENOLITH SUITE",CHEM. GEOL.,,,,Xenolith,,,Granulite,22.00,-100.00,0.01,60.67,1.06,15.39,,8.32,,7.486336,4.31,5.34,2.17,1.05,0.87,0.09,0.14,,,,,97.62,50.65,0.03,163.00,8.83,0.006914952,16.22,,7.25,1.73,1.23,,0.52,3.58,,,,3.24,0.58,,,,,,,,25.00,,193.00,27.00,88.00,,,68.00,,519.00,,,,0.43,,,,,,,,,25.00,,,,,2.19,,,,,,,,7.00,,199.00,,10.00,,,,,,
K9/23,,,GEOROC,10.1016/j.chemgeo.2009.03.011,AGE AND COMPOSITION OF GRANULITE AND PYROXENITE XENOLITHS IN HANNUOBA BASALTS REFLECT PALEOGENE UNDERPLATING BENEATH THE NORTH CHINA CRATON,CHEM. GEOL.,,,,Xenolith,,,Granulite,40.80,114.50,0.01,46.99,1.30,7.19,,,,11.64,13.26,15.69,1.19,0.19,0.16,0.03,0.16,,,,,97.61,67.01,0.12,576.00,11.42,0.010843902,47.21,8.85,44.82,10.13,2.75,7.61,0.82,3.36,0.60,1.36,0.17,0.93,0.13,8.42,,,,,,,42.00,,306.00,,138.00,117.00,7.80,83.22,13.90,39.69,,,,0.46,,,,,0.02,,,,13.24,,5.54,,1.20,2.84,0.29,,,,0.06,,,5.25,,159.00,,1.49,0.21,,,,,
H4-9-1,,,GEOROC,10.1016/0009-2541(90)90281-B,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN EUROPE: EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,44.98,4.10,0.01,50.18,0.45,18.79,2.30,,4.77,6.84,8.50,10.38,2.08,0.25,0.21,0.14,0.12,,,,,97.59,68.90,0.15,701.00,6.90,0.011865429,14.60,,9.07,2.21,0.83,,0.41,,,,,1.36,0.22,,,,,,,,26.00,,195.00,46.00,151.00,,21.00,79.00,,97.00,,,,,,,,,,,,,15.00,,,,,1.30,,,,,0.08,,,3.40,,184.80,,4.00,,,,,,
DMP-278,,,GEOROC,10.1016/0009-2541(94)90170-8,"COMPOSITION AND SM-ND ISOTOPIC DATA OF THE LOWER CRUST BENEATH SAN LUIS POTOSI, CENTRAL MEXICO: EVIDENCE FROM A GRANULITE-FACIES XENOLITH SUITE",CHEM. GEOL.,,,,Xenolith,,,Granulite,22.90,-100.20,0.01,55.35,1.31,24.48,4.41,,5.30,9.27,2.90,0.82,0.71,2.59,2.15,0.13,0.15,,,,,97.58,35.81,0.03,146.00,67.00,0.004950477,148.76,,60.33,10.66,2.07,,1.34,7.35,,,,3.70,0.54,,,,,,,,25.00,,231.00,24.00,63.00,,,213.00,,888.00,,,,1.91,,,,,1.78,,,,49.00,,,,,6.10,,,,,24.89,,,93.00,,141.00,,32.00,,,,,,
40,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,66.48,1.19,16.48,1.31,,5.36,6.54,2.28,0.72,1.04,2.78,2.31,,0.06,,,,,97.57,38.34,0.02,114.00,37.70,0.001728738,77.40,,31.60,7.60,1.71,,1.21,,,,,3.88,0.61,,,,,,,,,,143.00,12.00,22.00,113.00,56.00,,,675.00,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,,127.00,,,,,,,,
H4-8-2,,,GEOROC,10.1016/0009-2541(90)90281-B,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN EUROPE: EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,44.98,4.10,0.01,66.48,1.19,16.48,1.31,,5.36,6.54,2.28,0.72,1.04,2.78,2.31,0.00,0.06,,,,,97.57,38.34,0.02,114.00,37.70,0.001728738,77.40,,39.30,7.75,1.71,,1.21,,,,,3.88,0.61,,,,,,,,17.00,,143.00,12.00,22.00,113.00,56.00,,,675.00,,,,,,,,,,,,,,,,,,6.80,,,,,11.00,,,48.00,,123.00,,,,,,,,
398GK,,,GEOROC,10.1016/0009-2541(90)90281-B,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN EUROPE: EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,44.98,4.10,0.01,63.92,1.02,16.87,6.68,,,6.01,2.90,1.80,1.84,3.15,2.61,0.09,0.05,,,,,97.56,46.24,0.02,116.00,51.50,0.001650159,107.20,,47.67,7.31,2.27,,1.03,,,,,3.36,0.53,,,,,,,,17.00,,158.00,168.00,21.00,107.00,35.00,256.00,,816.00,,,,,,,,,,,,,33.00,,,,,6.80,,,,,10.90,,,58.80,,211.60,,13.00,,,,,,
38926,,,GEOROC,10.1016/0009-2541(90)90281-B,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN EUROPE: EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,44.60,3.00,0.01,49.50,1.26,16.00,2.51,,7.80,10.06,8.15,9.65,2.30,0.36,0.30,0.25,0.16,,,,,97.44,59.09,0.07,342.00,14.10,0.004636161,31.50,,19.60,4.78,1.50,4.94,2.96,4.93,,,,2.79,,,,,,,,,42.00,,218.00,43.00,59.00,114.00,35.00,115.00,,220.00,,,,,,,,,,,,,27.00,,,,,,,,,,,,,16.00,,262.00,,8.50,,,,,,
10430/1,,,GEOROC,10.1016/0009-2541(90)90281-B,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN EUROPE: EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,44.60,3.00,0.01,59.24,1.23,16.50,1.86,,8.30,9.97,5.20,2.74,1.34,1.03,0.86,0.09,0.16,,,,,97.41,48.17,0.03,157.00,18.30,0.00942948,26.40,,10.90,4.30,1.85,7.63,9.70,,,,,5.61,5.41,,,,,,,,,,178.00,35.00,120.00,91.00,64.00,,,700.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,CRUSTAL EVOLUTION OF THE HERCYNIAN BELT OF WESTERN-EUROPE - EVIDENCE FROM LOWER-CRUSTAL GRANULITIC XENOLITHS (FRENCH MASSIF-CENTRAL),CHEM. GEOL.,,,,Xenolith,,,Granulite,45.30,2.75,,63.97,0.37,16.85,2.16,,3.73,5.67,3.04,2.02,2.40,3.00,2.49,0.05,0.09,,,,,97.41,48.86,0.02,97.00,,0.001100106,,,,,,,,,,,,,,,,,,,,,,,117.00,12.00,14.00,91.00,16.00,,,965.00,,,,,,,,,,,,,,,,,,,,,,,,,,63.00,,288.00,,,,,,,,
DMP-315,,,GEOROC,10.1016/0009-2541(94)90170-8,"COMPOSITION AND SM-ND ISOTOPIC DATA OF THE LOWER CRUST BENEATH SAN LUIS POTOSI, CENTRAL MEXICO: EVIDENCE FROM A GRANULITE-FACIES XENOLITH SUITE",CHEM. GEOL.,,,,Xenolith,,,Granulite,22.90,-100.20,0.01,49.99,0.85,18.41,,8.86,,7.97,7.30,9.76,2.55,0.44,0.37,0.12,0.14,,,,,97.41,62.01,0.08,370.00,7.91,0.004479003,18.52,,12.17,3.22,1.35,,0.57,3.62,,,,1.75,0.26,,,,,,,,27.00,,159.00,34.00,57.00,,,80.00,,156.00,,,,0.14,,,,,,,,,19.00,,,,,2.20,,,,,,,,4.00,,261.00,,3.00,,,,,,
